1072,424,28,28
1212,405,28,28
1338,437,28,28
1470,482,28,28
1580,569,28,28
1678,671,28,28
1724,797,28,28
1773,903,28,28
1805,1054,28,28
1791,1176,28,28
1757,1308,28,28
1696,1423,28,28
1607,1526,28,28
1507,1626,28,28
1386,1683,28,28
1259,1725,28,28
1117,1744,28,28
998,1728,28,28
870,1677,28,28
751,1626,28,28
633,1542,28,28
551,1420,28,28
503,1291,28,28
486,1150,28,28
475,1034,28,28
498,890,28,28
544,765,28,28
609,659,28,28
710,575,28,28
809,514,28,28
945,440,28,28
